Invoice No,PO No,Invoice Date,Supplier,Supplier Location,Department,Buyer,Item Code,Product Description,Unit,Quantity,Unit Price,Extended Amount,Discount Amount,Freight Amount,Tax Amount,Net Amount,Currency,Payment Terms
INV-202501-23133,PO-708692,1/31/2025,Sysco N. Florida,"PA, USA",Cafe,A. Johnson,ONION-YEL,Onions Yellow / chilled,LB,129.24,0.53,68.5,1.73,0.0,1.68,68.45,USD,Net 30
INV-202508-10872,,2025-08-01,US FOODS ATLANTA,"GA, USA",Cafe,J. Brown,FRIES-3/8,French Fries 3/8 Straight Cut,cs,23,23.64,543.72,0.0,0.0,39.05,582.77,USD,Net 15
INV-202510-32497,PO-738462,2025-10-02,,"WA, USA",Cafe,L. Davis,CREAM-HVY,,QT,17.49,0.0,61.21,0.0,0.0,0.0,61.21,USD,Due on Receipt
BILL-202504-28019,PO-138490,4/8/2025,BEN E. KEITH FOODS,"AZ, USA",Housekeeping,R. Smith,RICE-LG,Long Grain Rice   ,BG,10,19.12,191.2,0.0,5.07,0.02,196.29,USD,Due on Receipt
INV-202502-68391,PO-998381,2/24/2025,LOCAL FARM AND GARDEN LLC,"TX, USA",Bakery,A. Johnson,TRASH-55,Trash Bags 55 Gallon (pack size varied),cs,43,43.1,1853.3,0.0,0.0,4.56,1857.86,USD,Net 15
INV-202511-38975,PO-133555,11/25/2025,PFG,"PA, USA",Bar,R. Smith,RICE-LG,Long Grain Rice / chilled,BAG,9,15.58,140.22,0.0,0.0,5.78,146.0,USD,Net 15
AP-202510-33155,PO-762400,2025-10-01,,"PA, USA",Bar,A. Johnson,SUGAR-GR,,BG,20,0.0,400.2,0.0,0.0,0.0,400.2,USD,Net 15
INV-202504-91118,PO-800165,4/8/2025,GFS,"CO, USA",Cafe,M. Carter,SUGAR-GR,Sugar Granulated chef's line,BAG,8,27.25,218.0,0.0,0.0,2.7,220.7,USD,Due on Receipt
INV-202501-59750,,01/20/2025,Gordon Food Svc,"NC, USA",Banquet,R. Smith,BROC-FRZ,Broccoli Florets Frozen / chilled,CS,37,15.4,569.8,0.0,0.0,9.12,578.92,USD,Due on Receipt
BILL-202503-91357,,2025-03-24,Baldor,"IL, USA",Cafe,M. Carter,FRIES-3/8,French Fries 3/8 Straight Cut,Case,43,17.86,767.98,0.0,0.0,54.91,822.89,USD,Net 15
BILL-202509-77263,PO-589756,2025-09-25,Imperial Dade ,"GA, USA",Cafe,R. Smith,CREAM-HVY,Heavy Cream (pack size varied),qt,44.46,4.37,194.29,0.0,0.0,5.51,199.8,USD,Due on Receipt
BILL-202502-81198,PO-152246,2025-02-06,FreshPoint,"WA, USA",Banquet,L. Davis,FRIES-3/8,French Fries 3/8 Straight Cut (pack size varied),Case,4,20.18,80.72,0.0,0.0,2.77,83.49,USD,Net 30
BILL-202505-87048,PO-454992,5/16/2025,Local Farm + Garden,"CA, USA",Banquet,M. Carter,CREAM-HVY,Heavy Cream  ,QT,37.1,3.53,130.96,0.0,8.27,3.83,143.06,USD,Net 15
AP-202510-49766,PO-522506,10/02/2025,PERFORMANCE FOODSERVICE,"CO, USA",Cafe,P. Wilson,CHK-BRST-01,Chicken Breast Boneless Skinless chef's line,LB,62.2,4.45,276.79,0.0,0.0,10.36,287.15,USD,Net 15
INV-202512-90460,PO-394040,2025-12-29,US Foods - Atlanta,"NC, USA",Restaurant,R. Smith,COFF-HSE,Coffee Beans House Blend,Lb,245.41,9.38,2301.95,0.0,0.0,176.34,2478.29,USD,Net 30
AP-202509-71830,PO-592979,9/22/2025,PFG CUSTOMIZED DIST,"TX, USA",Kitchen,J. Brown,MILK-WHL,Milk Whole - fresh,gal,21.75,3.4,73.95,0.0,0.0,4.88,78.83,USD,Net 30
BILL-202506-62792,PO-578417,06/14/2025,Local Farm & Garden,"OH, USA",Cafe,P. Wilson,KETCHUP,Ketchup,cs,18,14.49,260.82,0.0,0.0,16.71,277.53,USD,Net 15
AP-202508-81328,PO-819092,2025-08-27,Shamrock Foods Co.,"CO, USA",Banquet,P. Wilson,BEEF-8020,Ground Beef 80/20 chef's line,LB,49.34,3.67,181.08,0.0,0.0,8.46,189.54,USD,Net 15
BILL-202506-51733,PO-186759,06/25/2025,Imperial Dade ,"OH, USA",Bakery,A. Johnson,RICE-LG,Long Grain Rice,BAG,36,26.02,936.72,0.0,0.0,62.71,999.43,USD,Net 7
INV-202504-26959,,4/4/2025,PFG,"NC, USA",Housekeeping,M. Carter,BACON-14,Bacon Sliced 14/18 ct (pack size varied),Lb,163.2,4.48,731.14,8.45,0.0,10.72,733.41,USD,Net 30
INV-202504-76490,PO-435744,2025-04-30,FreshPoint,"FL, USA",Restaurant,L. Davis,BRRY-MIX,Mixed Berries Frozen   ,Case,3,21.35,64.05,0.0,0.0,0.47,64.52,USD,Net 7
BILL-202510-41361,PO-458439,10/7/2025,,"PA, USA",Housekeeping,J. Brown,AVO-HASS,,CASE,32,0.0,1276.8,0.0,0.0,0.0,1276.8,USD,Net 30
BILL-202512-56553,PO-761740,2025-12-16,US Foods - Atlanta,"GA, USA",Housekeeping,M. Carter,BRRY-MIX,Mixed Berries Frozen,cs,21,27.04,567.84,11.28,5.81,34.02,596.39,USD,Net 7
AP-202502-23800,PO-796287,2025-02-11,FreshPoint,"AZ, USA",Restaurant,M. Carter,POT-RUS,Potatoes Russet / chilled,lb,182.25,0.54,98.42,0.0,0.0,5.75,104.17,USD,Net 30
AP-202501-86085,PO-869819,2025-01-21,Rest Depot,"NY, USA",Kitchen,L. Davis,GLOVE-M,Nitrile Gloves Medium,cs,22,43.32,953.04,0.0,0.0,46.14,999.18,USD,Due on Receipt
BILL-202507-67627,,7/11/2025,SHAMROCK FOODS CO,"CA, USA",Bar,A. Johnson,BEEF-8020,Ground Beef 80/20   ,LBS,157.08,4.07,639.32,0.0,0.0,13.87,653.19,USD,Due on Receipt
BILL-202509-27572,,2025-09-18,Rest Depot,"WA, USA",Cafe,A. Johnson,MILK-WHL,Milk Whole chef's line,GAL,73.99,2.56,189.41,0.0,0.0,8.18,197.59,USD,Net 7
BILL-202511-71037,PO-327406,2025-11-22,GORDON FOOD SERVICE,"FL, USA",Kitchen,A. Johnson,CHK-BRST-01, Chicken Breast Boneless Skinless (pack size varied),LBS,134.74,4.1,552.43,0.0,0.0,7.2,559.63,USD,Net 15
INV-202504-23537,PO-677514,2025-04-03,Local Farm & Garden,"GA, USA",Housekeeping,J. Brown,FRIES-3/8,French Fries 3/8 Straight Cut (pack size varied),Case,40,22.86,914.4,0.0,0.0,11.71,926.11,USD,Net 7
INV-202505-21191,,05/02/2025,Imperial Dade Inc,"FL, USA",Restaurant,M. Carter,TRASH-55,Trash Bags 55 Gallon / chilled,CASE,35,32.39,1133.65,0.0,0.0,80.58,1214.23,USD,Net 15
BILL-202509-17818,PO-249680,09/06/2025,FRESHPOINT PRODUCE,"IL, USA",Bakery,J. Brown,SALM-ATL,Salmon Fillet Atlantic,LBS,421.63,10.64,4486.14,0.0,0.0,52.88,4539.02,USD,Net 15
AP-202507-32780,PO-330992,07/27/2025,Ben E Keith,"FL, USA",Housekeeping,M. Carter,EGGS-LG,Eggs Large Grade A - fresh,Dozen,45,1.41,63.45,0.0,0.35,4.64,68.44,USD,Net 30
AP-202501-87169,PO-899032,01/26/2025,PFG,"NY, USA",Cafe,A. Johnson,BEEF-8020,GROUND BEEF 80/20 / CHILLED,LB,86.03,3.94,338.96,11.28,11.44,12.97,352.09,USD,Net 15
INV-202508-11863,PO-132126,8/7/2025,FreshPoint,"NY, USA",Housekeeping,J. Brown,CHED-SHD,Cheddar Cheese Shredded / chilled,LB,119.07,3.08,366.74,7.59,10.21,5.36,374.72,USD,Net 15
INV-202508-18594,PO-856696,8/24/2025,Ben E Keith,"AZ, USA",Cafe,M. Carter,EGGS-LG,Eggs Large Grade A,DOZ,12,3.15,37.8,0.0,10.78,2.71,51.29,USD,Net 30
INV-202510-12072,PO-798765,2025-10-28,Rest Depot,"CA, USA",Kitchen,P. Wilson,BROC-FRZ,Broccoli Florets Frozen,cs,44,21.86,961.84,0.0,0.0,76.82,1038.66,USD,Net 15
INV-202506-15547,,2025-06-06,PFG CUSTOMIZED DIST,"WA, USA",Banquet,A. Johnson,FLOUR-AP,Flour All Purpose - fresh,Bag,16,17.2,275.2,0.0,0.0,3.53,278.73,USD,Net 30
BILL-202510-74181,,2025-10-29,US FOODS ATLANTA,"FL, USA",Bakery,L. Davis,MILK-WHL,Milk Whole  ,GAL,11.31,3.48,39.36,0.0,0.0,0.59,39.95,USD,Net 7
BILL-202507-96431,PO-294302,2025-07-03,Fresh Point Produce,"TX, USA",Kitchen,A. Johnson,CREAM-HVY,Heavy Cream  ,qt,69.09,4.49,310.21,0.93,0.0,6.56,315.84,USD,Net 7
INV-202506-27093,,2025-06-11,Sysco North Florida ,"FL, USA",Restaurant,L. Davis,BRRY-MIX,Mixed Berries Frozen,Case,5,33.39,166.95,0.0,0.0,3.11,170.06,USD,Net 30
BILL-202512-35545,PO-481495,2025-12-29,Imperial Dade ,"FL, USA",Housekeeping,R. Smith,POT-RUS,Potatoes Russet  ,LBS,173.66,0.71,123.3,0.0,0.0,7.9,131.2,USD,Net 15
BILL-202511-10200,PO-508823,11/20/2025,Ben E Keith,"IL, USA",Cafe,P. Wilson,COFF-HSE,Coffee Beans House Blend,lb,218.52,10.15,2217.98,0.0,0.0,73.38,2291.36,USD,Due on Receipt
INV-202508-40774,PO-340444,08/06/2025,Imperial Dade Inc,"FL, USA",Kitchen,L. Davis,COFF-HSE,Coffee Beans House Blend (pack size varied),lb,490.3,10.43,5113.83,0.0,0.0,340.1,5453.93,USD,Net 30
INV-202507-58985,PO-465367,7/28/2025,LOCAL FARM AND GARDEN LLC,"TX, USA",Bakery,L. Davis,GLOVE-M,NITRILE GLOVES MEDIUM CHEF'S LINE,cs,5,44.21,221.05,11.51,0.0,4.23,213.77,USD,Net 7
AP-202507-95567,PO-612850,07/30/2025,Performance FS,"CO, USA",Housekeeping,A. Johnson,RICE-LG,Long Grain Rice   ,BAG,19,25.06,476.14,0.0,0.0,32.92,509.06,USD,Net 15
BILL-202510-50987,,2025-10-18,IMPERIAL DADE,"NY, USA",Bar,R. Smith,CREAM-HVY,Heavy Cream   ,QTR,57.17,4.64,265.27,0.0,0.0,2.89,268.16,USD,Net 15
AP-202506-44004,PO-695484,06/13/2025,BEN E. KEITH FOODS,"IL, USA",Housekeeping,L. Davis,NAPKIN-DN,Napkins Dinner chef's line,CS,45,26.14,1176.3,0.0,0.0,11.62,1187.92,USD,Net 15
AP-202504-35050,PO-105481,04/28/2025,Rest Depot,"IL, USA",Housekeeping,A. Johnson,CHK-BRST-01,Chicken Breast Boneless Skinless chef's line,Lb,113.2,4.5,509.4,0.0,0.0,12.19,521.59,USD,Net 7
INV-202509-66982,PO-191405,09/27/2025,Baldor,"NC, USA",Restaurant,P. Wilson,COFF-HSE,Coffee Beans House Blend,LB,20.19,6.42,129.62,0.0,0.0,4.14,133.76,USD,Net 15
INV-202512-43380,PO-223519,12/26/2025,RESTAURANT DEPOT,"IL, USA",Cafe,L. Davis,COFF-HSE,Coffee Beans House Blend - fresh,LB,473.95,9.91,4696.84,0.0,0.0,201.47,4898.31,USD,Net 7
BILL-202507-94482,PO-956211,07/14/2025,Imperial Dade ,"NY, USA",Housekeeping,P. Wilson,BROC-FRZ,Broccoli Florets Frozen (pack size varied),CASE,10,17.57,175.7,0.0,0.0,6.67,182.37,USD,Net 15
INV-202508-53537,PO-618976,8/18/2025,Local Farm + Garden,"NC, USA",Kitchen,A. Johnson,BEEF-8020,Ground Beef 80/20 chef's line,lb,76.27,3.73,284.49,0.0,0.0,7.69,292.18,USD,Due on Receipt
INV-202504-80451,PO-966238,4/28/2025,Shamrock Foods Co.,"FL, USA",Cafe,L. Davis,AVO-HASS,Avocados Hass - fresh,Case,16,36.92,590.72,0.0,0.0,16.05,606.77,USD,Net 15
AP-202512-67468,PO-144419,2025-12-10,US Foods - Atlanta,"AZ, USA",Bakery,A. Johnson,KETCHUP,Ketchup,CASE,12,14.59,175.08,0.0,0.0,5.33,180.41,USD,Net 30
BILL-202507-30852,PO-600056,2025-07-22,Imperial Dade ,"OH, USA",Cafe,R. Smith,CREAM-HVY,HEAVY CREAM,QTR,9.69,4.99,48.35,0.0,0.87,2.14,51.36,USD,Due on Receipt
INV-202507-35480,PO-973831,2025-07-10,PFG,"GA, USA",Kitchen,J. Brown,EGGS-LG,Eggs Large Grade A chef's line,DZ,8,1.6,12.8,0.0,0.0,0.62,13.42,USD,Net 30
INV-202501-28756,PO-515206,1/27/2025,Fresh Point Produce,"FL, USA",Cafe,J. Brown,NAPKIN-DN,Napkins Dinner - fresh,Case,34,25.05,851.7,0.0,0.0,4.97,856.67,USD,Due on Receipt
INV-202510-57395,,2025-10-13,BEN E. KEITH FOODS,"CO, USA",Cafe,L. Davis,ONION-YEL,Onions Yellow,lb,416.04,0.85,353.63,0.0,0.0,16.92,370.55,USD,Net 7
BILL-202507-51631,PO-322130,07/15/2025,US FOODS ATLANTA,"TX, USA",Restaurant,P. Wilson,CREAM-HVY,Heavy Cream (pack size varied),QT,53.51,3.96,211.9,0.0,0.0,8.71,220.61,USD,Due on Receipt
AP-202505-55983,PO-430367,5/14/2025,BEN E. KEITH FOODS,"IL, USA",Bar,M. Carter,POT-RUS,Potatoes Russet (pack size varied),Lb,250.28,0.56,140.16,0.0,0.0,10.69,150.85,USD,Net 30
INV-202507-59871,PO-447905,7/29/2025,SYSCO NORTH FLORIDA,"NY, USA",Housekeeping,P. Wilson,SALM-ATL,Salmon Fillet Atlantic,LB,420.62,9.43,3966.45,0.0,0.0,39.95,4006.4,USD,Net 7
INV-202508-93138,PO-658046,2025-08-30,Ben E Keith,"AZ, USA",Restaurant,J. Brown,MOZZ-WM,Mozzarella Whole Milk   ,LB,151.77,4.66,707.25,13.64,0.0,46.77,740.38,USD,Due on Receipt
BILL-202509-38834,PO-918541,9/15/2025,Shamrock Foods Co.,"PA, USA",Housekeeping,J. Brown,CHED-SHD,Cheddar Cheese Shredded - fresh,Lb,53.13,3.83,203.49,0.0,0.0,15.65,219.14,USD,Net 30
BILL-202506-24638,PO-449457,06/09/2025,Local Farm & Garden,"WA, USA",Bakery,P. Wilson,SALM-ATL,Salmon Fillet Atlantic,lb,-9.08,10.67,-96.88,0.0,0.0,1.57,-95.31,USD,Due on Receipt
AP-202501-24726,PO-164209,01/11/2025,Imperial Dade ,"OH, USA",Restaurant,J. Brown,CHED-SHD,Cheddar Cheese Shredded (pack size varied),Lb,85.98,3.87,332.74,0.0,0.0,6.69,339.43,USD,Net 30
AP-202507-43946,PO-661365,7/30/2025,BALDOR SPECIALTY FOODS,"CO, USA",Restaurant,A. Johnson,SALM-ATL,Salmon Fillet Atlantic / chilled,LB,447.21,9.73,4351.35,0.0,0.0,66.01,4417.36,USD,Net 7
AP-202506-36138,PO-411585,2025-06-25,Gordon Food Svc,"CA, USA",Housekeeping,P. Wilson,TOM-ROMA,Tomatoes Roma,Case,43,30.8,1324.4,0.0,0.0,64.13,1388.53,USD,Net 15
INV-202512-58121,PO-151673,12/16/2025,SHAMROCK FOODS CO,"FL, USA",Cafe,M. Carter,MOZZ-WM,Mozzarella Whole Milk,LB,344.51,3.57,1229.9,5.66,0.0,8.41,1232.65,USD,Net 7
AP-202511-18689,PO-451347,11/22/2025,FRESHPOINT PRODUCE,"CA, USA",Bakery,M. Carter,CREAM-HVY, Heavy Cream,QTR,7.72,4.86,37.52,10.56,0.0,1.1,28.06,USD,Net 15
INV-202501-78885,PO-630705,1/31/2025,Ben E. Keith Foods ,"FL, USA",Banquet,J. Brown,MILK-WHL,Milk Whole   ,gal,33.45,2.52,84.29,0.0,0.0,6.33,90.62,USD,Due on Receipt
BILL-202503-61499,PO-481671,3/19/2025,Local Farm + Garden,"TX, USA",Cafe,M. Carter,CHK-BRST-01,Chicken Breast Boneless Skinless,lb,183.81,4.5,827.14,0.0,0.0,25.28,852.42,USD,Net 30
AP-202505-35312,PO-702086,2025-05-12,LOCAL FARM AND GARDEN LLC,"NY, USA",Cafe,L. Davis,AVO-HASS,Avocados Hass  ,cs,12,33.66,403.92,0.0,0.0,8.81,412.73,USD,Net 7
BILL-202502-87807,PO-991387,02/10/2025,SYSCO NORTH FLORIDA,"IL, USA",Restaurant,M. Carter,AVO-HASS,Avocados Hass  ,Case,9,38.09,342.81,0.0,0.0,12.46,355.27,USD,Net 30
BILL-202511-89655,PO-610169,2025-11-10,Fresh Point Produce,"TX, USA",Cafe,A. Johnson,POT-RUS,POTATOES RUSSET / CHILLED,lb,29.69,0.75,22.27,0.0,0.0,0.86,23.13,USD,Net 15
BILL-202505-21049,PO-217789,05/27/2025,GFS,"AZ, USA",Banquet,P. Wilson,OIL-OLV,Olive Oil Extra Virgin,GL,27.16,22.64,614.9,0.0,0.0,35.11,650.01,USD,Net 15
AP-202502-17530,PO-983262,2025-02-05,Performance FS,"FL, USA",Bar,R. Smith,BROC-FRZ,Broccoli Florets Frozen,CS,41,15.06,617.46,0.0,0.0,14.58,632.04,USD,Net 30
BILL-202509-97161,PO-546283,09/24/2025,Shamrock Foods,"WA, USA",Cafe,M. Carter,GLOVE-M,Nitrile Gloves Medium,CASE,38,42.63,1619.94,0.0,4.16,1.32,1625.42,USD,Net 30
AP-202507-99331,PO-271230,7/5/2025,PFG Cust Dist,"OH, USA",Housekeeping,M. Carter,EGGS-LG,Eggs Large Grade A  ,DOZ,-42.0,3.61,-151.62,0.0,0.0,11.48,-140.14,USD,Net 15
AP-202512-10667,PO-843205,12/19/2025,SHAMROCK FOODS CO,"FL, USA",Bakery,A. Johnson,MILK-WHL,Milk Whole,GAL,47.16,2.78,131.1,0.0,0.0,3.3,134.4,USD,Net 30
BILL-202508-33516,PO-622069,8/1/2025,BALDOR SPECIALTY FOODS,"PA, USA",Cafe,R. Smith,LETT-ROM,LETTUCE ROMAINE  ,Case,8,33.48,267.84,12.45,0.0,17.05,272.44,USD,Net 15
BILL-202507-25677,,07/19/2025,Performance FS,"NC, USA",Bar,R. Smith,BEEF-8020,Ground Beef 80/20,lb,132.99,5.17,687.56,0.0,11.4,23.08,722.04,USD,Net 30
AP-202508-18069,PO-539584,8/22/2025,PFG CUSTOMIZED DIST,"AZ, USA",Banquet,L. Davis,FLOUR-AP,Flour All Purpose - fresh,BAG,21,23.51,493.71,0.0,0.0,9.96,503.67,USD,Net 15
AP-202510-82635,PO-784320,10/18/2025,Restaurant Depot ,"AZ, USA",Restaurant,R. Smith,OJ-100,ORANGE JUICE 100% / CHILLED,GL,9.25,7.64,70.67,0.0,0.0,4.4,75.07,USD,Net 15
BILL-202502-53854,PO-426705,2/16/2025,SHAMROCK FOODS CO,"FL, USA",Cafe,A. Johnson,CREAM-HVY,Heavy Cream / chilled,QT,64.84,3.41,221.1,0.0,4.09,8.06,233.25,USD,Net 15
AP-202501-54288,PO-381509,2025-01-12,,"NY, USA",Housekeeping,R. Smith,ONION-YEL,,LBS,68.8,0.0,34.4,0.0,0.0,0.0,34.4,USD,Net 30
INV-202510-60420,,10/31/2025,FRESHPOINT PRODUCE,"CA, USA",Banquet,M. Carter,NAPKIN-DN,Napkins Dinner,Case,9,22.26,200.34,0.0,0.0,6.57,206.91,USD,Due on Receipt
AP-202509-80770,PO-285849,09/27/2025,Ben E. Keith Foods ,"NC, USA",Restaurant,R. Smith,GLOVE-M,Nitrile Gloves Medium,CASE,25,30.33,758.25,0.0,0.0,10.4,768.65,USD,Due on Receipt
BILL-202506-68309,PO-764702,2025-06-06,Restaurant Depot ,"FL, USA",Housekeeping,A. Johnson,BRRY-MIX,Mixed Berries Frozen  ,CASE,-14.0,34.55,-483.7,0.0,0.0,7.26,-476.44,USD,Due on Receipt
AP-202502-99961,PO-629401,02/07/2025,PFG Cust Dist,"TX, USA",Bakery,J. Brown,FRIES-3/8,French Fries 3/8 Straight Cut,cs,22,17.69,389.18,0.0,0.0,4.15,393.33,USD,Net 30
INV-202501-27161,PO-814005,01/31/2025,SYSCO NFL,"FL, USA",Banquet,R. Smith,SALM-ATL,Salmon Fillet Atlantic chef's line,LB,493.98,12.32,6085.83,14.4,0.0,185.79,6257.22,USD,Net 15
INV-202510-80232,,10/11/2025,Sysco N. Florida,"NY, USA",Kitchen,M. Carter,SUGAR-GR,Sugar Granulated,Bag,45,23.39,1052.55,0.0,6.43,66.6,1125.58,USD,Net 7
INV-202508-99113,,08/03/2025,GORDON FOOD SERVICE,"GA, USA",Banquet,A. Johnson,GLOVE-M,Nitrile Gloves Medium,Case,18,38.1,685.8,0.0,0.63,6.89,693.32,USD,Due on Receipt
INV-202510-97872,PO-511010,2025-10-15,Baldor,"GA, USA",Bar,M. Carter,BEEF-8020, Ground Beef 80/20 / chilled,LB,201.84,5.47,1104.06,0.0,0.0,29.97,1134.03,USD,Net 30
BILL-202503-98866,PO-836660,2025-03-02,SYSCO NORTH FLORIDA,"OH, USA",Bar,A. Johnson,CHK-BRST-01, Chicken Breast Boneless Skinless   ,lb,365.93,3.16,1156.34,0.0,0.0,61.44,1217.78,USD,Net 7
BILL-202512-44318,PO-126886,12/12/2025,GFS,"PA, USA",Bakery,M. Carter,MILK-WHL,Milk Whole,gal,21.25,3.11,66.09,0.0,0.0,2.34,68.43,USD,Net 15
BILL-202506-73650,PO-652727,6/10/2025,IMPERIAL DADE,"NY, USA",Bakery,A. Johnson,POT-RUS,POTATOES RUSSET,LBS,177.25,0.89,157.75,0.0,0.0,12.28,170.03,USD,Due on Receipt
INV-202507-42469,PO-616435,7/5/2025,Ben E Keith,"FL, USA",Bakery,M. Carter,CHED-SHD,Cheddar Cheese Shredded  ,LBS,-303.2,4.38,-1328.02,0.0,0.0,103.83,-1224.19,USD,Due on Receipt
BILL-202502-58328,PO-220235,02/15/2025,Ben E. Keith Foods ,"FL, USA",Cafe,R. Smith,FRIES-3/8,French Fries 3/8 Straight Cut   ,cs,25,26.05,651.25,0.0,7.93,2.36,661.54,USD,Net 15
BILL-202512-97651,PO-341084,2025-12-09,FreshPoint,"CO, USA",Housekeeping,L. Davis,SALM-ATL,Salmon Fillet Atlantic chef's line,LBS,91.39,10.97,1002.55,6.67,0.0,30.0,1025.88,USD,Due on Receipt
INV-202508-44212,PO-712899,2025-08-22,FreshPoint,"OH, USA",Housekeeping,P. Wilson,KETCHUP,Ketchup   ,cs,32,20.43,653.76,0.0,2.88,15.77,672.41,USD,Due on Receipt
INV-202507-24730,PO-230064,07/03/2025,Baldor Specialty Foods ,"FL, USA",Bar,J. Brown,COFF-HSE,COFFEE BEANS HOUSE BLEND - FRESH,LB,114.0,9.07,1033.98,0.0,10.88,75.61,1120.47,USD,Net 15
AP-202502-14255,PO-749333,02/18/2025,Baldor Specialty Foods ,"OH, USA",Restaurant,A. Johnson,ONION-YEL,Onions Yellow,LB,144.73,0.88,127.36,0.0,0.0,9.28,136.64,USD,Net 7
AP-202504-67087,PO-723266,2025-04-05,PFG Customized,"GA, USA",Banquet,P. Wilson,BRRY-MIX,Mixed Berries Frozen / chilled,cs,32,25.11,803.52,6.0,0.0,12.44,809.96,USD,Net 7
INV-202509-80209,PO-509172,09/11/2025,Local Farm & Garden,"PA, USA",Cafe,P. Wilson,ONION-YEL,Onions Yellow / chilled,Lb,217.71,0.64,139.33,0.0,0.0,5.67,145.0,USD,Due on Receipt
AP-202501-41757,,1/4/2025,SYSCO NORTH FLORIDA,"FL, USA",Bakery,M. Carter,BROC-FRZ,Broccoli Florets Frozen,Case,15,18.22,273.3,0.0,0.0,12.07,285.37,USD,Net 7
AP-202505-37921,,2025-05-15,IMPERIAL DADE,"NY, USA",Housekeeping,A. Johnson,EGGS-LG,Eggs Large Grade A (pack size varied),DOZ,73,3.49,254.77,0.0,0.0,3.48,258.25,USD,Net 30
BILL-202506-97414,PO-463927,2025-06-13,Gordon Food Svc,"GA, USA",Bakery,A. Johnson,BEEF-8020,Ground Beef 80/20,LBS,37.71,4.46,168.19,0.0,0.0,6.64,174.83,USD,Due on Receipt
AP-202510-63849,PO-847140,10/9/2025,LOCAL FARM AND GARDEN LLC,"FL, USA",Banquet,A. Johnson,TRASH-55,Trash Bags 55 Gallon  ,CASE,17,44.63,758.71,0.0,0.0,57.0,815.71,USD,Net 30
INV-202511-12064,PO-654519,11/26/2025,Performance FS,"AZ, USA",Banquet,M. Carter,TOM-ROMA, Tomatoes Roma / chilled,Case,4,30.77,123.08,0.0,0.0,8.6,131.68,USD,Net 30
BILL-202505-77542,,2025-05-06,Shamrock Foods Co.,"GA, USA",Housekeeping,L. Davis,CREAM-HVY,Heavy Cream,QT,32.85,4.01,131.73,0.0,5.14,10.93,147.8,USD,Net 15
BILL-202503-62645,PO-459237,03/09/2025,PFG Cust Dist,"NY, USA",Cafe,M. Carter,LETT-ROM,Lettuce Romaine,Case,1,20.12,20.12,0.0,0.61,0.77,21.5,USD,Net 15
BILL-202502-62579,PO-298988,2/8/2025,Rest Depot,"AZ, USA",Housekeeping,J. Brown,SUGAR-GR,Sugar Granulated  ,BG,8,15.51,124.08,0.0,9.45,10.26,143.79,USD,Net 7
AP-202511-12680,,11/28/2025,SYSCO NORTH FLORIDA,"IL, USA",Kitchen,P. Wilson,BROC-FRZ,Broccoli Florets Frozen (pack size varied),CASE,24,18.17,436.08,12.34,8.94,11.98,444.66,USD,Net 30
INV-202510-40080,PO-231048,10/04/2025,US FOODS ATLANTA,"NY, USA",Kitchen,M. Carter,COFF-HSE,Coffee Beans House Blend / chilled,lb,66.19,10.25,678.45,0.0,7.6,35.8,721.85,USD,Net 30
BILL-202505-32893,PO-939963,5/31/2025,LOCAL FARM AND GARDEN LLC,"GA, USA",Kitchen,P. Wilson,GLOVE-M,Nitrile Gloves Medium   ,CS,37,34.85,1289.45,5.16,7.39,10.49,1302.17,USD,Net 30
AP-202503-63170,PO-744199,3/25/2025,PFG Customized,"AZ, USA",Bar,P. Wilson,SALM-ATL,Salmon Fillet Atlantic   ,LBS,118.0,8.9,1050.2,0.0,0.0,55.36,1105.56,USD,Net 7
BILL-202501-40915,PO-988149,2025-01-03,Gordon Food Svc,"OH, USA",Banquet,M. Carter,CREAM-HVY,Heavy Cream (pack size varied),QT,3.86,3.36,12.97,9.02,0.0,0.18,4.13,USD,Net 15
INV-202504-70977,,04/09/2025,SHAMROCK FOODS CO,"FL, USA",Housekeeping,A. Johnson,EGGS-LG,Eggs Large Grade A,DZ,41,2.84,116.44,0.0,0.0,7.41,123.85,USD,Net 30
INV-202511-60208,PO-206750,2025-11-21,LOCAL FARM AND GARDEN LLC,"CA, USA",Housekeeping,P. Wilson,LETT-ROM,LETTUCE ROMAINE CHEF'S LINE,Case,25,22.92,573.0,0.0,0.0,17.93,590.93,USD,Net 7
BILL-202512-75877,PO-926783,12/15/2025,PFG Cust Dist,"NC, USA",Kitchen,A. Johnson,MOZZ-WM,Mozzarella Whole Milk  ,Lb,466.36,3.95,1842.12,0.0,4.94,126.51,1973.57,USD,Due on Receipt
BILL-202507-19470,PO-198844,07/20/2025,Rest Depot,"CA, USA",Cafe,P. Wilson,MILK-WHL,Milk Whole - fresh,gal,10.09,2.95,29.77,9.82,0.0,0.32,20.27,USD,Net 30
BILL-202506-16130,PO-148800,2025-06-28,SHAMROCK FOODS CO,"FL, USA",Cafe,R. Smith,SUGAR-GR,Sugar Granulated   ,BG,22,23.49,516.78,0.0,9.08,33.05,558.91,USD,Net 15
INV-202509-32442,PO-800836,2025-09-23,Gordon Food Svc,"AZ, USA",Kitchen,M. Carter,FRIES-3/8,French Fries 3/8 Straight Cut  ,CS,40,21.36,854.4,0.0,0.0,19.29,873.69,USD,Net 15
